Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
d09.pro;https://d09.pro/;Illegal gambling;Variant (d06.app);;2026-07-26T12:29:29.282609Z;95;Screenshot: The website prominently features buttons for 'Mở tài khoản' (Open Account) and 'Đăng nhập' (Login), which are typical indicators of an online gambling platform.. Screenshot: The website explicitly mentions 'Casino trực tiếp, slot và sportsbook cho Vietnam,' indicating live casino, slots, and sports betting options available for Vietnamese users.. Screenshot: The navigation bar includes options like 'Trang chủ,' 'Limbo,' 'Sweet Bonanza,' 'World Cup,' 'SEA Games,' 'Handicap,' and 'Texas Holdem,' which are all associated with gambling activities.. Screenshot: The text on the website includes references to 'Chúng tôi đưa bán baccarat trực tiếp, phòng slot từ Pragmatic Play và PG Soft,' indicating the availability of live baccarat and slot games from specific providers, which are common in online gambling platforms.;Illegal gambling
d11-games.com;https://d11-games.com/;Illegal gambling;Redirect (d11.com);;2026-07-26T12:29:15.247649Z;95;Screenshot: The website prominently features a roulette game with a prize of R$100, indicating gambling activities.. Screenshot: The text 'Convide um Amigo e Ganhe R$35' suggests a referral program to win money, typical in online gambling platforms.. Screenshot: The presence of buttons for downloading the app and accessing the web version implies an interactive platform for gambling.. Screenshot: The overall design and promotional content are indicative of an online gambling site.;Illegal gambling
d09.top;https://d09.top/;Illegal gambling;Variant (d06.app);;2026-07-26T12:29:15.243315Z;95;Screenshot: The website prominently features a '新人专注注福利' (New Player Special Bonus) section with a 100% deposit bonus, up to 1888元, which is a clear indicator of online gambling activities.. Screenshot: The presence of a '进入游戏' (Enter Game) button further supports the classification as it suggests direct engagement in gambling games.. Screenshot: Multiple game options such as '金沙中国' (Betway China) and '博牛乐' (Bull Entertainment) are listed, which are commonly associated with online gambling platforms.. Screenshot: The website includes various promotional offers and bonuses typical of online gambling sites, reinforcing the classification.;Illegal gambling
d11.com;https://d11.com/;Illegal gambling;Variant (d06.app);;2026-07-26T12:29:03.041289Z;95;Screenshot: The website prominently features a roulette game with a prize of R$100, indicating gambling activities.. Screenshot: The text 'Convide um Amigo e Ganhe R$35' suggests a referral program to win money, typical in online gambling platforms.. Screenshot: The presence of buttons for downloading the app and accessing the web version implies an interactive platform for gambling.. Screenshot: The overall design and promotional content are indicative of an online gambling site.;Illegal gambling
d04.pro;https://d04.pro/;Illegal gambling;Variant (d06.app);;2026-07-26T12:28:46.737536Z;95;Screenshot: The website prominently displays 'Live Casino, Slots và Sportsbook' indicating gambling services.. Screenshot: The website mentions payment methods like MoMo, ZaloPay, VNPay which are commonly used for transactions on gambling sites.. Screenshot: The button 'Mở tài khoản' (Open account) suggests users can create accounts to participate in gambling activities.. Screenshot: The footer links include terms related to gambling such as 'd04 theo con số' (d04 by number) and 'Bao công thanh toán đa phương', indicating various payment methods for gambling activities.;Illegal gambling
d060.app;https://d060.app/;Illegal gambling;Variant (d06.app);;2026-07-26T12:28:25.458591Z;95;Screenshot: The website prominently features a section labeled 'Sports Betting' and 'Live Casino' in the navigation bar, indicating services related to online gambling.. Screenshot: The text on the website explicitly mentions 'platform hiburan sports dan casino paling andal,' which translates to 'most reliable sports and casino entertainment platform,' clearly indicating the provision of gambling services.. Screenshot: The image on the website shows a person dealing cards on a table with betting chips and signs that say 'BET,' visually confirming the gambling activities offered.. Screenshot: The call-to-action buttons 'Daftar Sekarang' (Sign Up Now) and 'Masuk Akun' (Login Account) suggest the ability to create an account and engage in gambling activities.;Illegal gambling
login.mobile.secure.login.secure.verify.login.mobile.secure.m.login.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.login.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:28:09.532509Z;95;Screenshot: The website displays a 'Check-in Diário' (Daily Check-in) with rewards in Brazilian Reals (R$), indicating a gambling incentive.. Screenshot: The presence of a 'Depósito' (Deposit) button suggests the ability to add funds, a common feature in online gambling platforms.. Screenshot: The website offers various games typically associated with online gambling, such as slots and other casino games.. Screenshot: The promotional offers, such as '100 CADASTRE-SE GRATIS E GANHE R$ 1,00' (Register for Free and Win R$ 1.00), are typical of online gambling sites.. Screenshot: The website includes a 'Convide e Pessoa e Ganhe R$ 60' (Invite a Person and Win R$ 60) referral program, common in gambling platforms to attract new users.;Illegal gambling
login.mobile.secure.login.secure.verify.login.mobile.secure.m.mobile.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.mobile.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:27:57.154066Z;95;Screenshot: The text 'Sobre o Valor Aposta' indicates betting-related content.. Screenshot: The button 'Recebe agora' suggests an action to receive winnings or bonuses, common in online gambling.. Screenshot: The presence of various games typically associated with online gambling platforms.. Screenshot: The 'Depósito' button at the bottom suggests the ability to deposit money, a key feature of online gambling sites.;Illegal gambling
login.mobile.secure.login.secure.verify.login.mobile.secure.m.account.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.account.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:27:43.493449Z;95;Screenshot: The presence of a 'Depósito' (Deposit) button indicates financial transactions related to gambling.. Screenshot: The 'VIP Ganhe bônus' (VIP Win bonus) section suggests the ability to win bonuses, typical in online gambling platforms.. Screenshot: The display of various games such as 'Fortune Hoose', 'Kabubu', and 'Rabbit' indicates gambling activities.. Screenshot: The 'Cadastre-se GRÁTIS E GANHE' (Sign up for FREE AND WIN) text implies the ability to engage in gambling activities after registration.;Illegal gambling
d07.app;https://d07.app/;Illegal gambling;Variant (d08.app);;2026-07-26T12:27:28.733738Z;95;Screenshot: The website prominently features options for 'Cược Thế Thao' (Sports Betting) and 'Live Casino & Slots', which are clear indicators of online gambling activities.. Screenshot: The presence of buttons labeled 'Đăng ký ngay' (Register Now) and 'Đăng nhập' (Login) suggests user interaction required for accessing gambling services.. Screenshot: The section titles such as 'Cược Thế Thao' (Sports Betting) and 'Live Casino & Slots' directly point to gambling-related content and services.. Screenshot: The website includes visuals and descriptions of live casino games and sports betting, further confirming the availability of online gambling.;Illegal gambling
d11.app;https://d11.app/;Not gambling;Variant (d08.app);;2026-07-26T12:27:20.392130Z;95;URL: The website is a parked domain courtesy of GoDaddy, indicating it is not an active website.. Screenshot: There are no gambling-related elements such as betting options, casino games, or promotional offers for online gambling visible on the page.. Screenshot: The content is related to search suggestions for 'Niimbot D11 App' and its downloads, which are unrelated to online gambling.;
login.mobile.secure.login.secure.verify.login.mobile.secure.m.support.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.support.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:27:06.135539Z;95;Screenshot: The website displays a prominent banner with the text 'Dinheiro Volta' and 'Sobre o Valor Aposta,' indicating financial returns related to betting.. Screenshot: There are multiple references to bonuses and rewards, such as 'Bônus R$ 60' and 'Cadastre-se GRÁTIS e ganhe R$ 1.00,' which are typical features of online gambling platforms.. Screenshot: The bottom navigation bar includes a 'Depósito' option, which is a clear indicator of financial transactions related to gambling.. Screenshot: The website features various game icons and categories, such as 'PG,' 'PP,' and 'WG,' which are commonly associated with different types of gambling games.;Illegal gambling
c08.app;https://c08.app/;Illegal gambling;Variant (d08.app);;2026-07-26T12:26:51.801777Z;95;Screenshot: The website contains a button labeled 'Bắt đầu với tài khoản mới' which translates to 'Start with a new account', indicating user registration for gambling activities.. Screenshot: The website mentions 'truy cập đi động' which translates to 'mobile access', suggesting the ability to engage in gambling activities via mobile devices.. Screenshot: The website includes sections like 'bóng đá & esports' which translates to 'soccer & esports', indicating betting options on sports events.. Screenshot: The website has a button labeled 'Đăng ký ngay' which translates to 'Register now', prompting users to sign up for gambling services.;Illegal gambling
login.mobile.secure.login.secure.verify.login.mobile.secure.m.verify.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.verify.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:26:37.830798Z;95;Screenshot: The website displays a 'Check-in Diário' (Daily Check-in) with rewards in Brazilian Reais (R$), indicating a gambling incentive.. Screenshot: The presence of a 'Depósito' (Deposit) button suggests the ability to add funds, a common feature in online gambling platforms.. Screenshot: The website offers various games typically associated with online gambling, such as slots and other casino games.. Screenshot: The 'Cadastre-se GRÁTIS E GANHE R$1.00!' (Sign up for free and win R$1.00!) prompt indicates a sign-up bonus, a common practice in online gambling to attract new users.;Illegal gambling
m.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://m.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:26:23.644037Z;95;Screenshot: The website displays a 'Check-in Diário' (Daily Check-in) section with rewards in Brazilian Reais (R$), indicating a gambling or gaming reward mechanism.. Screenshot: The presence of a 'Depósito' (Deposit) button at the bottom of the screen suggests the ability to deposit money, a common feature in online gambling platforms.. Screenshot: The website shows various games with monetary rewards, such as 'RS$60' and 'RS$1,000', which are typical indicators of gambling activities.. Screenshot: The 'Convide e Gagne' (Invite and Earn) section offers bonuses for inviting friends, a common practice in online gambling to attract users.;Illegal gambling
login.mobile.secure.login.secure.verify.login.mobile.secure.m.m.b77.pro;https://login.mobile.secure.login.secure.verify.login.mobile.secure.m.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:26:08.382022Z;95;Screenshot: The website displays a login page with options to 'Entrar' (Enter) and 'Registro' (Register), indicating user account management typical for online gambling platforms.. Screenshot: Promotions such as 'Bônus R$ 60' (Bonus R$ 60) and 'Cadastre-se GRÁTIS e ganhe R$ 1,00!' (Register for FREE and win R$ 1.00!) are visible, which are common incentives for users to deposit and play.. Screenshot: The bottom navigation bar includes a 'Depósito' (Deposit) option, a clear indicator of financial transactions related to gambling activities.. Screenshot: The presence of various game icons and categories (e.g., 'Popul.,' 'PG,' 'PP,' 'WG,' 'PopOK') suggests a platform offering multiple gambling games.;Illegal gambling
support.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://support.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:25:56.295054Z;95;Screenshot: The text 'Sobre o Valor Aposta' indicates betting-related content.. Screenshot: The button 'Recebe agora' suggests immediate payouts or rewards, common in online gambling.. Screenshot: The presence of various game icons and categories implies a platform for gambling games.. Screenshot: The 'Depósito' button at the bottom suggests the ability to deposit money, a key feature of online gambling sites.;Illegal gambling
www.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://www.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:25:42.839153Z;95;Screenshot: The website displays various gambling games such as 'Fortune Hoops', 'Lalaloopy', 'Lucky Rabbit', and 'Fortune Dragon'.. Screenshot: The website offers bonuses and rewards for inviting friends, such as 'Ganhe R$ 60,00' and 'R$ 12,00'.. Screenshot: The website has a 'Depósito' button, which is commonly associated with depositing money for gambling activities.. Screenshot: The website has a 'Promoção' button, which is commonly used to promote gambling offers and bonuses.;Illegal gambling
verify.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://verify.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:25:28.518098Z;95;Screenshot: The website displays a registration bonus of R$60, which is a common indicator of online gambling platforms offering financial incentives to new users.. Screenshot: The presence of various game icons and categories such as 'PG', 'PP', 'WG', and 'PopOK' with specific numbers of games suggests a platform designed for gambling activities.. Screenshot: The 'Depósito' (Deposit) button at the bottom of the screen is a clear indicator of financial transactions related to gambling.. Screenshot: The promotional banners with offers like 'Cadastre-se e ganhe R$1.001' (Register and win R$1,001) are typical of online gambling sites aiming to attract new users with monetary rewards.;Illegal gambling
mobile.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://mobile.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:24:52.105501Z;95;Screenshot: The presence of a 'Depósito' (Deposit) button at the bottom of the screen, which is a clear indicator of financial transactions related to online gambling.. Screenshot: The promotional banners offering bonuses and rewards, such as 'Convide 1 pessoa e ganhe R$ 60' (Invite 1 person and win R$ 60) and 'Cadastre-se GRÁTIS e ganhe R$ 100' (Register for FREE and win R$ 100), which are typical incentives in online gambling platforms.. Screenshot: The display of various games typically associated with online gambling, such as slots and other casino games, further supporting the classification of the website as an online gambling platform.;Illegal gambling
rv88.app;https://rv88.app/;Illegal gambling;Variant (rg88.app);;2026-07-26T12:24:35.936139Z;95;URL: The URL contains 'rv88.app', which is a common naming convention for online gambling sites.. Screenshot: The text 'rv88 - Sàn Chơi Cá Cược Truyền Uy Tín Số 1 Việt Nam, Thắng Lớn Mỗi Ngày' translates to 'rv88 - Trusted Online Betting Platform Number 1 in Vietnam, Win Big Every Day', indicating online gambling services.. Screenshot: The buttons 'Đăng nhập ngay' and 'Chơi Nò Hù' translate to 'Sign in now' and 'Play Slot Machines', which are actionable betting indicators.. Screenshot: The image shows slot machines and betting interfaces, which are visual indicators of online gambling activities.;Illegal gambling
account.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro;https://account.login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro/;Illegal gambling;Variant (login.mobile.secure.login.secure.verify.login.mobile.secure.m.b77.pro);;2026-07-26T12:24:21.937188Z;95;Screenshot: The website displays a 'Check-in Diário' (Daily Check-in) section with rewards in Brazilian Reals (R$), indicating a gambling or gaming reward system.. Screenshot: The presence of a 'Depósito' (Deposit) button suggests the ability to deposit money, a common feature in online gambling platforms.. Screenshot: The website offers various games with monetary rewards, such as 'RS 1.000!', which is typical in online gambling sites.. Screenshot: The 'Convide e Pessoal Ganhe Bônus' (Invite and Earn Bonus) section implies users can earn bonuses through invitations, a common practice in online gambling platforms.;Illegal gambling
tt88.app;https://tt88.app/;Not gambling;Variant (rt88.app);;2026-07-26T12:24:14.635685Z;95;URL: The website is a domain for sale page on GoDaddy, indicating it is not an active website with content or services.. Screenshot: The page shows options to purchase the domain, further confirming it is not operational for any specific purpose, including online gambling.;
d26.pro;https://d26.pro/;Illegal gambling;Variant (d25.pro);;2026-07-26T12:23:59.401658Z;95;Screenshot: The website prominently features a large slot machine image, which is a common gambling element.. Screenshot: The text 'd26 Casino và Slots tại Việt Nam trong một lobby rõ ràng' indicates the presence of casino and slot games.. Screenshot: The buttons 'Mở tài khoản' and 'Vào tài khoản' suggest the ability to create and access an account, which is typical for online gambling sites.. Screenshot: The mention of payment methods like MoMo, ZaloPay, ViettelPay, and VNPay implies facilities for financial transactions related to gambling.;Illegal gambling
d27.fun;https://d27.fun/;Not gambling;Variant (d31.fun);;2026-07-26T12:23:36.703358Z;95;Screenshot: The website is a domain for sale page, indicating it is not operational or hosting content related to online gambling.. Screenshot: The page prominently features options to buy the domain, further confirming it is not used for gambling purposes.;
c25.pro;https://c25.pro/;Illegal gambling;Variant (d25.pro);;2026-07-26T12:23:22.496041Z;95;Screenshot: The website prominently features buttons for creating an account and returning, which are typical indicators of an online gambling platform.. Screenshot: The presence of various gambling options such as Prize Feature Slots, Keno, In Play Betting, Rocket Crash, T20 Cricket, and Wolf Gold suggests that the site is an online gambling platform.. Screenshot: The text 'c25 Casino, Sportsbook aur Slots Pakistan ke liye tayyar' indicates that the site is prepared for online gambling activities in Pakistan.. Screenshot: The mention of Pragmatic Play live tables, PG Soft slot rooms, and sportsbook markets further supports the classification of the site as an online gambling platform.;Illegal gambling
x25.pro;https://x25.pro/;Illegal gambling;Variant (d25.pro);;2026-07-26T12:23:00.750281Z;95;Screenshot: The website prominently features options for live casino, slots, and sportsbook, which are typical offerings of online gambling platforms.. Screenshot: The presence of payment methods such as MoMo, ZaloPay, and VNPay indicates that the site is set up to facilitate financial transactions, which is common in online gambling sites.. Screenshot: The buttons labeled 'Mở tài khoản' (Open Account) and 'Đăng nhập' (Login) suggest that users can create accounts and log in to place bets or play games.. Screenshot: The section titled 'Sáu loại hình chơi chung tôi lưu trữ trên x25' (Six types of games we store on x25) indicates a variety of gambling activities available on the site.;Illegal gambling
dd25.pro;https://dd25.pro/;Not gambling;Variant (d25.pro);;2026-07-26T12:22:45.576769Z;95;URL: The website URL indicates it is expired and may be available at Dynadot auctions, suggesting it is not operational for its intended purpose.. Screenshot: The content visible on the screenshot shows services related to web design and digital marketing, not online gambling.;
d35.pro;https://d35.pro/;Illegal gambling;Variant (d25.pro);;2026-07-26T12:22:26.170593Z;95;Screenshot: The website prominently features 'Live Casino, Slot & Sportsbook' indicating gambling services.. Screenshot: Payment methods like MoMo, ZaloPay, VNPay, and ViettelPay are displayed, which are commonly used for financial transactions in online gambling.. Screenshot: The buttons 'Nạp tài khoản' (Deposit) and 'Đăng nhập' (Login) are visible, which are typical features of online gambling platforms.. Screenshot: The text mentions 'Casino trực tiếp và slots' (Live casino and slots), further confirming the availability of gambling activities.;Illegal gambling
zahrada-d34.cz;https://zahrada-d34.cz/;Not gambling;Redirect (d34.fun);;2026-07-26T12:22:13.141911Z;95;URL: The domain 'd34.fun' does not suggest gambling content.. Screenshot: The website content is about gardening, as indicated by the text 'O zahradě D34' and various gardening-related categories and posts.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.. Screenshot: The website appears to be informational, focusing on gardening tips and updates, lacking any actionable gambling UI.;
d21.fun;https://d21.fun/;Not gambling;Variant (d31.fun);;2026-07-26T12:22:13.137276Z;95;URL: The URL leads to a domain registration page on GoDaddy, indicating that the domain is for sale and does not host any active content.. Screenshot: The page shows domain-related information and metrics, confirming it is not a gambling site but a domain listing page.;
d34.fun;https://d34.fun/;Not gambling;Variant (d31.fun);;2026-07-26T12:22:03.510326Z;95;URL: The domain 'd34.fun' does not suggest gambling content.. Screenshot: The website content is about gardening, as indicated by the text 'O zahradě D34' and various gardening-related categories and posts.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.. Screenshot: The website appears to be informational, focusing on gardening tips and updates, lacking any actionable gambling UI.;
d36.xyz;https://d36.xyz/;Not gambling;Variant (d31.fun);;2026-07-26T12:21:47.098592Z;95;Screenshot: The website is a GoDaddy page indicating that the domain 'd36.xyz' is for sale.. Screenshot: The page provides options to purchase or lease the domain, with prices listed as USD 599.00 for purchase and USD 100 per month for leasing.. Screenshot: The content focuses on the transaction details for acquiring the domain, including secure and protected transactions, simple and fast transfers, and uncomplicated payments.. Screenshot: There are no elements related to online gambling, such as betting options, gambling games, or promotional offers for gambling services.;
d41.app;https://d41.app/;Illegal gambling;Variant (d31.fun);;2026-07-26T12:21:34.585259Z;95;Screenshot: The website prominently features buttons and text related to sports betting, slots, and casino games, indicating direct engagement in online gambling activities.. Screenshot: The presence of options for quick registration and FAQs related to gambling activities further supports the classification of the site as allowing online gambling.. Screenshot: The website includes visuals and descriptions of various gambling activities, such as sports betting and slots, reinforcing the conclusion that it facilitates online gambling.;Illegal gambling
pc.lexin28.net;https://pc.lexin28.net/;Illegal gambling;Redirect (fg88.app);;2026-07-26T12:21:20.821383Z;95;Screenshot: The website contains a section with the text 'DT-PC28蛋蛋 封盘中' which translates to 'DT-PC28 Eggs Closed' indicating a betting or gambling activity.. Screenshot: The presence of various game icons and promotional banners typical of online gambling platforms.. Screenshot: The notification about '加拿大28' which is a type of lottery or betting game.. Screenshot: The overall design and layout of the website, including the VIP section and various game categories, are indicative of an online gambling site.;Illegal gambling
lexin28.net;https://lexin28.net/;Illegal gambling;Redirect (fg88.app);;2026-07-26T12:21:20.773090Z;95;Screenshot: The website contains a section with the text 'DT-PC28蛋蛋 封盘中' which translates to 'DT-PC28 Eggs Closed' indicating a betting or gambling activity.. Screenshot: The presence of various game icons and promotional banners typical of online gambling platforms.. Screenshot: The notification about '加拿大28' which is a type of lottery or betting game.. Screenshot: The overall design and layout of the website, including the VIP section and various game categories, are indicative of an online gambling site.;Illegal gambling
d33.fun;https://d33.fun/;Illegal gambling;Variant (d31.fun);;2026-07-26T12:21:20.769492Z;95;Screenshot: The website prominently features the text 'trusted online casino thrills, live tables, and slot entertainment for players across Bangladesh', indicating online gambling services.. Screenshot: The image on the right side of the page displays 'ESPORTS BETTING', which is a direct indicator of online gambling activities.. Screenshot: The navigation bar includes options like 'HRG Live Casino', 'Mines', and other game titles, which are typical of online gambling platforms.. Screenshot: The presence of 'Join d33 Today' and 'Member Login' buttons suggests user registration and login functionalities necessary for online gambling.;Illegal gambling
fg88.app;https://fg88.app/;Illegal gambling;Variant (rg88.app);;2026-07-26T12:21:05.828760Z;95;Screenshot: The website contains a section with the text 'DT-PC28蛋蛋 封盘中' which translates to 'DT-PC28 Eggs Closed' indicating a betting or gambling activity.. Screenshot: The presence of various game icons and promotional banners typical of online gambling platforms.. Screenshot: The notification about '加拿大28' which is a type of lottery or betting game.. Screenshot: The overall design and layout of the website, including the VIP section and various game categories, are indicative of an online gambling site.;Illegal gambling
rt88.club;https://rt88.club/;Illegal gambling;Variant (rt88.app);;2026-07-26T12:20:50.597030Z;95;Screenshot: The website prominently features options for bKash, Nagad, and Rocket, which are popular payment methods in Bangladesh, indicating a setup for financial transactions typical in online gambling sites.. Screenshot: The text mentions live casino, sports betting, and other gambling activities, which are clear indicators of online gambling services.. Screenshot: The presence of buttons like 'আকাউন্ট খুলুন' (Create Account) and 'সাইন ইন করুন' (Sign In) suggests user registration and login functionalities essential for online gambling platforms.. Screenshot: The website includes images and descriptions related to gambling, such as a person playing in a casino, reinforcing the context of online gambling.;Illegal gambling
rt90.xyz;https://rt90.xyz/;Not gambling;Variant (rt88.app);;2026-07-26T12:20:41.899065Z;95;Screenshot: The website offers services related to looking up family obituary records, live streaming views, and real-time data streaming, which are not related to online gambling.. Screenshot: There are no visible indicators of online gambling activities such as betting options, casino games, or promotional offers for gambling.. Screenshot: The content and services provided are informational and do not include any actionable betting or gambling features.;
ft88.app;https://ft88.app/;Illegal gambling;Variant (rt88.app);;2026-07-26T12:20:19.921585Z;95;Screenshot: The website prominently features buttons labeled 'Đăng Nhập Ngay' (Sign Up Now) and 'Khám Phá Casino' (Explore Casino), indicating direct access to online gambling activities.. Screenshot: The image includes visual elements such as poker chips, playing cards, and a basketball, which are commonly associated with casino and sports betting.. Screenshot: The text mentions 'Trải nghiệm cá cược thả thoả, casino trực tuyến, nó hù và đá gà' (Enjoy unrestricted betting, online casino, and e-sports), explicitly referring to various forms of online gambling.. Screenshot: The website includes a section titled 'Danh Mục Trò Chơi' (Games Catalog), which likely lists different gambling games available on the platform.;Illegal gambling
rf88.app;https://rf88.app/;Illegal gambling;Variant (rg88.app);;2026-07-26T12:19:57.311987Z;95;Screenshot: The website contains a prominent button labeled 'Đăng nhập ngay' which translates to 'Sign in now', indicating user interaction for gambling activities.. Screenshot: The website features a button labeled 'Kham phá Casino' which translates to 'Explore Casino', suggesting access to casino games.. Screenshot: The website mentions 'Trải nghiệm cá cược thể thao, casino trực tuyến, đá gà và nó hù' which translates to 'Experience sports betting, online casino, cockfighting, and lottery', indicating various gambling options available.. Screenshot: The website includes a visual of a person with casino elements like cards and chips, reinforcing the gambling theme.;Illegal gambling
rg87.com;https://rg87.com/;Not gambling;Variant (rg88.app);;2026-07-26T12:19:49.623657Z;95;URL: The website is a GoDaddy page for purchasing the domain rg87.com, indicating it is not an active website with content.. Screenshot: The page shows options to buy the domain, which means there is no operational website or gambling-related content currently hosted at this URL.;
rg98.app;https://rg98.app/;Illegal gambling;Variant (rg88.app);;2026-07-26T12:19:34.155866Z;95;Screenshot: The website prominently features payment methods such as KBZPay, WavePay, AYA Pay, and CB Pay, which are commonly associated with online gambling transactions.. Screenshot: The text includes phrases that suggest online gambling activities, such as 'Pragmatic Play' and 'PG Softi Evolution', which are known gaming content providers.. Screenshot: The presence of buttons labeled with terms that imply starting or engaging in gambling activities, such as 'เริ่มเล่น', which translates to 'Start Play'.;Illegal gambling
du91.cc;https://du91.cc/;Illegal gambling;Variant (du88.live);;2026-07-26T12:19:21.796393Z;95;Screenshot: The website contains buttons labeled 'TOP ONLINE SLOT BONUSES', 'ONLINE SLOT GAMES', 'PLAY ONLINE GAMES FOR MONEY', 'ONLINE GAMING SITES', and 'ONLINE GAMING PLATFORM OFFERS', all of which indicate online gambling activities.. Screenshot: The presence of these buttons suggests that users can engage in online gambling activities directly through the website.;Illegal gambling
dw7.app;https://dw7.app/;Illegal gambling;Variant (dw6.app);;2026-07-26T12:19:06.149426Z;95;Screenshot: The login page includes fields for username, password, and verification code, indicating user authentication for accessing gambling services.. Screenshot: The presence of logos for well-known football clubs (Real Madrid, Inter Milan, AC Milan, and Roma) suggests the site is related to sports betting.. Screenshot: The prominent '登录' (Login) button indicates that users need to log in to access the gambling features.. URL: The URL 'dw7.app' does not provide specific information about the site's content but is consistent with short, non-descriptive URLs often used by gambling sites.;Illegal gambling
support.dw6.app;https://support.dw6.app/;Illegal gambling;Variant (dw6.app);;2026-07-26T12:18:51.409591Z;95;Screenshot: The login page includes fields for username, password, and verification code, which are typical indicators of an online gambling platform.. Screenshot: The presence of logos for well-known football clubs suggests that the platform is related to sports betting.. Screenshot: The button labeled '注册' (which means 'register' in Chinese) indicates that users can create accounts, a common feature of online gambling sites.;Illegal gambling
m.dw6.app;https://m.dw6.app/;Illegal gambling;Variant (dw6.app);;2026-07-26T12:18:20.268851Z;95;Screenshot: The login page includes fields for username, password, and verification code, which are typical indicators of an online gambling platform.. Screenshot: The presence of logos for well-known football clubs (皇家马德里, 国际米兰, AC米兰, 皮斯罗) suggests that the site is related to sports betting.. Screenshot: The button at the bottom of the login form is labeled '注册', which translates to 'Register' in English, indicating the ability to create an account, a common feature on online gambling sites.. URL: The URL 'https://m.dw6.app/' does not provide specific information about the site's content but is consistent with the structure of URLs used by mobile versions of gambling sites.;Illegal gambling
secure.dw6.app;https://secure.dw6.app/;Illegal gambling;Variant (dw6.app);;2026-07-26T12:18:04.509034Z;95;Screenshot: The login page includes fields for username, password, and verification code, indicating user authentication for accessing gambling services.. Screenshot: The presence of logos for well-known football clubs (Real Madrid, Inter Milan, AC Milan, and Roma) suggests the site is related to sports betting.. Screenshot: The prominent '登录' (Login) button indicates that users need to log in to access the gambling features.. URL: The URL 'https://secure.dw6.app/' includes 'secure', which is commonly used by gambling sites to indicate secure transactions for betting activities.;Illegal gambling
uy88.buzz;https://uy88.buzz/;Illegal gambling;Variant (uy88.click);;2026-07-26T12:17:48.858833Z;95;Screenshot: The website prominently displays 'UY88' which is a known online gambling platform.. Screenshot: The text 'KHUYẾN MẠI 100% CHO LẦN NẠP ĐẦU TIỀN' translates to '100% bonus for the first deposit', indicating a gambling promotion.. Screenshot: The presence of gambling-related terms like 'CASINO', 'ĐÁ GÀ', 'THÉ THAO', 'XÓ SỐ' (Casino, Cockfighting, Sports, Lottery) in the navigation bar.. Screenshot: The image includes visual elements like coins and a slot machine, which are commonly associated with gambling activities.;Illegal gambling
